"osmID","name","highway","length","lanes"
4801842,"",residential,"25.27818050753303",1
4804157,"",living_street,"18.1199114262834",1
4902366,"",living_street,"55.74192150365453",1
4912469,"",residential,"76.21195392968879",1
4920940,"",motorway,"59.018923238700324",2
5077428,"",living_street,"71.7329714929509",1
5116223,"",secondary,"45.664940770134606",3
5173206,"",unclassified,"206.05271716693773",1
5364946,"",motorway,"308.00547024391267",3
5364947,"",motorway,"51.40072864799679",3
5364948,"",motorway,"304.1791514551991",3
5364949,"",motorway,"43.02291794294583",3
5786841,"",living_street,"80.16102872465947",1
5786846,"",tertiary,"37.877646676717745",1
5890400,"",secondary,"16.04276026979724",1
5890401,"",secondary,"16.54146832714179",1
5890402,"",secondary,"16.204732270021026",2
6145494,"",unclassified,"400.99262961291413",1
6277270,"",primary,"36.89038698688513",4
7913573,"",residential,"346.7631507183001",1
7955302,"",residential,"18.62652095921431",1
8002492,"",unclassified,"25.586370760185474",1
8003551,"",secondary,"10.50137952693529",1
8004002,"",secondary,"18.921909220896158",1
8004003,"",secondary,"18.53669795916576",1
8039688,"",unclassified,"118.62743257497884",2
8039689,"",unclassified,"120.2716048058233",2
8080758,"",living_street,"205.78029380554275",2
9710020,"",motorway,"783.990249534299",2
10571878,"",motorway,"33.57092540148237",2
10742770,"",residential,"12.771001590099786",1
10754955,"",residential,"23.197129334053148",1
10754963,"",residential,"19.22726846566802",1
11009203,"",living_street,"162.19524406892432",1
11103453,"",secondary,"15.761093497904222",[object Object]
11483007,"",secondary,"76.89569440959889",1
11549895,"",primary,"100.21772598291608",3
11549897,"",primary,"98.82623044417997",3
11846230,"",secondary,"23.072842384987847",1
13237352,"",motorway,"1091.2771906906605",2
13237376,"",motorway,"40.02903154372786",2
13237412,"",motorway,"38.694900489651516",2
13237448,"",motorway,"1760.6788467828724",2
13252399,"",secondary,"53.52433237662457",3
13853651,"",motorway,"43.08349264180095",3
13853653,"",motorway,"164.4408096376982",3
14363236,"",unclassified,"66.59594955729537",1
14369551,"",unclassified,"202.72970588646723",1
14673439,"",motorway,"689.1611805466803",3
14673465,"",motorway,"906.9474766753722",3
14673469,"",motorway,"906.9275567444031",3
14673471,"",motorway,"683.7279910646398",3
15219856,"",unclassified,"83.76521066704231",1
15219857,"",unclassified,"378.28768336584073",1
15245240,"",unclassified,"169.85306555746854",1
15365327,"",residential,"73.02954293098014",1
15971196,"",primary,"26.822996132602377",2
16307723,"",unclassified,"318.5487570378588",1
16307746,"",unclassified,"316.0914015153171",1
16374393,"",primary,"215.86469228514318",4
16943605,"",primary,"8.442674065318695",2
16943608,"",primary,"10.41824508074267",2
18783891,"",motorway,"1009.1260397150019",2
18783896,"",motorway,"695.4493028682089",2
18786054,"",motorway,"697.0614967343175",2
18786056,"",motorway,"745.9876596787452",2
18908127,"",living_street,"9.112465287283374",1
19392260,"",residential,"12.18190584007362",2
19781395,"",unclassified,"19.55333983580986",1
19791144,"",motorway,"28.111627371626497",3
19793805,"",residential,"49.16381800319233",1
20136011,"",residential,"88.61898359210518",1
22027792,"",motorway,"151.04271151145346",3
22027807,"",motorway,"447.61972608211437",3
22027822,"",motorway,"28.433410524217408",5
22027945,"",motorway,"33.680900879091816",2
22027980,"",motorway,"84.25906382613246",2
22375282,"",living_street,"89.66307056007179",1
22375283,"",living_street,"99.62475618216028",1
22495268,"",motorway,"73.4635156340561",3
22495269,"",motorway,"259.48408398512555",3
22495272,"",motorway,"75.32509159572595",3
22495273,"",motorway,"75.29702613625142",3
22701543,"",residential,"49.441345960018964",1
22762351,"",motorway,"115.40849469225165",3
22762353,"",motorway,"115.27363320914071",3
22762354,"",motorway,"210.84793450350625",4
22762377,"",motorway,"88.78203725660839",4
22874345,"",motorway,"1088.0791945317678",2
22874346,"",motorway,"43.14337818915291",2
22874347,"",motorway,"655.9956660760676",2
22874348,"",motorway,"38.60507240071776",2
22917247,"",motorway,"27.997289415053572",3
22917249,"",motorway,"27.338817391077807",3
22917250,"",motorway,"242.27507608542544",3
22972195,"",secondary,"126.8579337340585",1
22972854,"",unclassified,"336.3160356791146",1
22972858,"",residential,"45.49331840475823",1
22972860,"",residential,"33.927038101039905",1
23026127,"",secondary,"192.41613514842123",2
23036154,"",motorway,"181.22394647825206",3
23153987,"",living_street,"66.1172984505121",1
23382151,"",residential,"95.4253943979974",1
23439716,"",living_street,"658.0778644349115",1
23549857,"",motorway,"1759.1199278031343",2
23549858,"",motorway,"23.929799137234667",2
23549860,"",motorway,"24.406477995218342",2
23747213,"",secondary,"9.099387795918277",1
23755688,"",secondary,"30.726952000854975",2
23755694,"",residential,"43.94223127334216",1
23755703,"",residential,"101.14509383401814",1
23964285,"",unclassified,"94.47068032989438",1
24036564,"",unclassified,"54.41752393051206",1
24159658,"",motorway,"48.79521935573592",3
24159660,"",motorway,"49.63382704710527",3
24159661,"",motorway,"210.18963084900565",3
24159662,"",motorway,"28.40654118969978",4
24159663,"",motorway,"71.52515909762835",4
24159666,"",motorway,"28.15872119611036",3
24159670,"",motorway,"187.5318731080961",2
24159672,"",motorway,"164.47838107053235",2
24159674,"",motorway,"50.88773212565922",2
24159675,"",motorway,"118.56275109558422",2
24159676,"",motorway,"137.56985925075315",2
24214232,"",residential,"277.32853129211935",1
24214283,"",residential,"59.81578611867103",1
24214284,"",residential,"16.395643987479982",1
24215974,"",residential,"190.74261232103623",1
24240250,"",primary,"12.806392053122766",2
24258875,"",motorway,"182.071208003865",2
24295271,"",motorway,"33.303842266280476",3
24326506,"",secondary,"347.2472246085995",2
24326507,"",secondary,"152.0259678196075",1
24381032,"",residential,"180.97436492055354",1
24405135,"",unclassified,"61.207289482942684",1
24544152,"",motorway,"314.7546183042816",3
24596041,"",motorway,"168.4359742103788",2
24596077,"",motorway,"77.3928373063434",2
24596082,"",motorway,"92.66390038029421",2
24596132,"",motorway,"74.92434020453791",2
24599279,"",motorway,"498.9877232810077",2
24599308,"",motorway,"508.00508831252864",3
24601402,"",motorway,"342.81802400614424",3
24601406,"",motorway,"20.25581423633382",2
24686030,"",residential,"169.45011121271133",1
24695140,"",residential,"75.51673216467225",1
24756978,"",secondary,"76.5590074044032",2
24756980,"",secondary,"96.00145292807956",2
24886843,"",motorway,"177.77261908756435",2
24886844,"",motorway,"62.682271164727254",2
24886845,"",motorway,"574.5167746329299",3
24886846,"",motorway,"68.22469322348034",2
24886847,"",motorway,"38.31551875171017",2
24886848,"",motorway,"74.84957926308658",3
24886849,"",motorway,"43.38433142845546",2
24886851,"",motorway,"315.34029987136313",4
24886852,"",motorway,"42.710032912375176",3
24914109,"",primary,"36.391546211400296",3
24986287,"",unclassified,"12.27047032054256",1
25042806,"",secondary,"300.16765382889946",2
25045449,"",residential,"13.24640619237652",1
25204789,"",secondary,"74.96131438199093",[object Object]
25204790,"",secondary,"27.084500896055477",2
25382184,"",motorway,"24.73022175974394",3
25382185,"",motorway,"318.84109658251396",3
25382186,"",motorway,"24.80098073416811",3
25382187,"",motorway,"286.5043262574168",3
25558788,"",secondary,"307.8916575565638",1
25776266,"",motorway,"34.767386176596446",3
25776267,"",motorway,"173.74445978370946",3
25776268,"",motorway,"39.23927601298909",3
25776269,"",motorway,"144.58166198395224",3
25837074,"",unclassified,"51.09046914763388",1
25895568,"",motorway,"50.34253360770396",3
25895569,"",motorway,"2.58661815578055",4
25895572,"",motorway,"47.118410323860886",3
25895573,"",motorway,"242.2854755781505",3
25929408,"",residential,"203.43750856625587",1
25939421,"",residential,"43.50902109265273",1
25960123,"",motorway,"72.83576281428839",2
26020329,"",motorway,"15.927286232751722",4
26020344,"",motorway,"42.09201276961058",3
26020359,"",motorway,"191.13837587697574",3
26144116,"",motorway,"37.21941980585216",3
26168692,"",motorway,"175.63799909316737",2
26170264,"",motorway,"97.02679146455262",2
26236028,"",secondary,"49.865963787377495",3
26236061,"",secondary,"227.88852857562068",3
26236488,"",secondary,"51.86644063862213",2
26236489,"",secondary,"226.1890652655095",3
26236490,"",secondary,"582.1949748399721",2
26236491,"",secondary,"101.88445473531114",2
26293085,"",unclassified,"16.814503910085232",1
26668334,"",unclassified,"427.3505888975844",1
26735515,"",primary,"12.797279756289429",2
26775875,"",residential,"189.25448943966558",1
26776705,"",living_street,"362.39782276289486",1
26803998,"",secondary,"12.812636837041765",1
27077724,"",motorway,"10.333517771681997",3
27157073,"",secondary,"10.48683799745803",1
27184257,"",motorway,"155.5254695642743",2
27266750,"",living_street,"45.970294424019535",1
27376218,"",residential,"5.705400281417601",1
27488711,"",residential,"109.375945260938",1
27560975,"",motorway,"0",3
27560976,"",motorway,"0",3
27707149,"",motorway,"210.44094272028894",2
27707150,"",motorway,"112.65610912153223",3
27719726,"",secondary,"64.73155686644961",2
27943551,"",secondary,"103.92696029139614",[object Object]
28190817,"",secondary,"36.0780276921408",3
28190818,"",secondary,"87.06088199994421",2
28190821,"",secondary,"14.285718528339872",3
28225618,"",residential,"112.68445146016157",1
28311407,"",secondary,"16.06456138023878",1
28311414,"",secondary,"13.677902562064217",1
28402260,"",secondary,"116.64151317944686",2
28426838,"",secondary,"302.50201021846686",1
28426839,"",secondary,"15.084164492290366",1
28426841,"",secondary,"754.7869350563544",[object Object]
28426843,"",secondary,"18.827328519201753",1
28543836,"",living_street,"491.02231535159336",1
28581512,"",living_street,"225.7180508866742",1
28589006,"",unclassified,"77.89003174821903",1
28658008,"",motorway,"524.8879301892208",3
28658009,"",motorway,"217.4909299117313",4
28658023,"",motorway,"68.51039034900185",4
28658024,"",motorway,"612.8641732481591",2
29010886,"",secondary,"16.80431949065367",2
29011144,"",secondary,"18.46369606272274",2
29052146,"",residential,"16.79727808601644",1
29376344,"",primary,"21.602714863443722",3
29376346,"",primary,"22.006541040361743",3
30134531,"",primary,"23.91450948906688",2
30134532,"",primary,"23.142458182307866",3
30239377,"",residential,"229.06176348197098",1
30244105,"",primary,"367.3649247771691",2
30884038,"",unclassified,"55.217864857087896",1
30899535,"",unclassified,"1151.7489361749494",1
31002704,"",residential,"20.21051667780784",1
31047166,"",secondary,"84.36935460999321",2
31047168,"",secondary,"17.681007883093784",2
31130129,"",living_street,"76.78201024907935",1
31145647,"",secondary,"142.48763994359257",1
31145650,"",secondary,"96.14668982360743",1
31145654,"",secondary,"175.9116180907293",1
31145656,"",secondary,"107.8152306702383",1
31233020,"",primary,"1668.2079251671696",2
31857943,"",motorway,"38.107687282831776",2
31969210,"",primary,"1137.449439073419",3
32655061,"",motorway,"137.97570607930635",2
32878714,"",secondary,"340.75229093386594",[object Object]
32878715,"",secondary,"759.3398635451296",[object Object]
32880567,"",secondary,"834.860729196226",1
32880568,"",secondary,"438.75820349336504",1
32890426,"",motorway,"101.94000483779796",2
32890429,"",motorway,"217.4379998671022",4
32891242,"",motorway,"42.08357715122675",3
32935479,"",primary,"1.6955648787443534",5
32935480,"",primary,"221.28525868303797",3
32938172,"",secondary,"48.372513418495004",1
33280073,"",secondary,"181.94631932814283",1
34547069,"",unclassified,"51.47272969084262",1
34547151,"",motorway,"534.2065690485127",2
34610686,"",secondary,"22.456526546567396",2
34610690,"",secondary,"45.11511298260505",2
34832961,"",unclassified,"235.43723448368084",1
35097662,"",residential,"119.73891434843644",1
35656850,"",living_street,"22.985690949773108",1
35658333,"",living_street,"268.8792991071528",1
36738535,"",secondary,"417.1615693919835",2
36954476,"",tertiary,"34.47478030499212",1
37077532,"",secondary,"222.2493356785234",2
37077533,"",secondary,"373.00398284492746",2
37226970,"",primary,"39.11537845312311",3
37289166,"",secondary,"10.624699282113673",[object Object]
37412319,"",secondary,"20.303169370855215",1
37769353,"",unclassified,"75.99741373528302",1
37769354,"",unclassified,"57.90009172114364",1
37769777,"",unclassified,"102.91010292428804",1
37770193,"",unclassified,"40.309001358443545",1
38082397,"",residential,"15.146468946719109",1
38084507,"",motorway,"115.12503143826811",3
38358261,"",primary,"12.912089887761564",1
38365313,"",living_street,"25.12979750935935",1
38912785,"",secondary,"32.746722979927526",2
39470462,"",unclassified,"49.55703184702657",1
39839435,"",secondary,"124.35673359567141",2
39839436,"",secondary,"429.7612548019381",2
40806398,"",living_street,"98.4340097289682",1
40806399,"",living_street,"84.55145850960534",1
40806401,"",living_street,"15.727604166521783",1
40806402,"",living_street,"38.90963016725205",1
40807526,"",residential,"94.51948051632623",1
40807528,"",living_street,"116.90932820225372",1
41276268,"",motorway,"82.76656400356777",3
41721040,"",secondary,"14.237164256433733",2
41721041,"",secondary,"15.16807515735577",2
41926994,"",secondary,"3.6310415247534844",1
41926998,"",secondary,"3.479712404466584",1
42102542,"",secondary,"27.998947956447022",2
42348713,"",tertiary,"58.44427007405261",1
42721593,"",unclassified,"57.04814639298416",1
43122790,"",primary,"223.08993923326096",3
43122792,"",primary,"50.30936379602372",3
43122793,"",primary,"78.40837665161635",3
43542800,"",secondary,"132.6259352511514",2
43695689,"",living_street,"8.062471959569427",1
43695691,"",living_street,"68.92696531620076",1
43695692,"",living_street,"10.869769412540794",1
43695693,"",living_street,"36.48682471156307",1
43695695,"",living_street,"4.26338976018802",1
43695696,"",living_street,"207.64420716663668",1
44013239,"",unclassified,"36.94887811212398",1
44427221,"",secondary,"52.74845055730563",[object Object]
46096956,"",residential,"863.4628567453474",1
46096957,"",residential,"54.10289156878936",1
46096959,"",residential,"48.657615812525876",1
48719726,"",tertiary,"86.86390460183537",1
48859725,"",secondary,"532.0603277773535",2
51772489,"",unclassified,"115.8664787166287",2
51772490,"",unclassified,"46.04361090357386",1
51773788,"",unclassified,"123.86124650372528",2
51773792,"",unclassified,"53.22329650190405",2
52199663,"",living_street,"12.498909763995147",1
52199664,"",living_street,"128.89463853424516",1
52199665,"",living_street,"19.125175551861325",1
52199666,"",living_street,"30.817997665697774",1
52199667,"",living_street,"13.741566522770439",1
53588937,"",residential,"149.97734276297274",1
53621455,"",living_street,"172.51139334931696",1
53621456,"",living_street,"166.15290104207966",1
53621457,"",living_street,"175.44601955973587",1
53798015,"",living_street,"237.22054305210267",1
53798040,"",living_street,"40.36246338932498",1
53835746,"",living_street,"82.65268757332186",1
53836036,"",living_street,"139.7753829440466",1
53836050,"",living_street,"76.39323633805716",1
53836121,"",living_street,"133.81837332361846",1
53836123,"",living_street,"40.04362253476011",1
54038545,"",unclassified,"553.2042600483546",1
54048862,"",primary,"212.44442574037032",3
54048863,"",primary,"24.753306079618433",2
54242837,"",living_street,"60.26926608025517",1
54844579,"",residential,"28.44791312046219",1
55494436,"",primary,"9.485057302818129",1
55949128,"",unclassified,"14.535696295319992",1
56095848,"",residential,"44.638516774078454",1
56456751,"",unclassified,"27.211077934594886",2
56456752,"",unclassified,"201.2749112288724",2
56459641,"",unclassified,"38.290124279396",2
56459647,"",unclassified,"109.85221001854245",2
57232016,"",residential,"44.747566353304165",1
57679202,"",residential,"207.60674372612218",1
58252392,"",motorway,"223.56016602118552",3
58604694,"",unclassified,"301.7695312675399",1
59934121,"",unclassified,"72.00942976124547",1
61584187,"",primary,"134.1838604872811",2
61773197,"",residential,"69.7769412927485",1
62116112,"",residential,"45.88179631705687",1
65040944,"",residential,"268.97703599895874",1
65562961,"",unclassified,"0",2
66289205,"",motorway,"75.24450876223266",3
66289208,"",motorway,"29.322053595588624",3
66289209,"",motorway,"31.017455990829824",5
66311467,"",primary,"12.421445927404816",3
66514429,"",primary,"1.9682801404692054",3
66514435,"",primary,"741.5841504052496",3
66514442,"",primary,"3.1923965535321055",3
66514443,"",primary,"20.37616945827413",3
67099789,"",primary,"65.87342442363561",[object Object]
67099797,"",secondary,"196.9809891624227",1
68294302,"",residential,"14.059201404522629",1
69245893,"",living_street,"63.72748799465713",1
70605745,"",primary,"12.515574545073033",1
72183527,"",primary,"137.26655153788775",3
76808535,"",residential,"98.71336214462144",1
78298214,"",primary,"251.26187191916307",3
78298215,"",primary,"377.1060853285751",3
79650605,"",living_street,"180.18683118482278",1
79695475,"",primary,"66.23682731573221",4
81629715,"",motorway,"255.03275968057872",2
81629728,"",motorway,"176.47553882403062",2
81942927,"",primary,"49.95915608142583",4
81942932,"",primary,"1.8116042219720625",3
82456680,"",primary,"12.278175706005548",1
83708562,"",motorway,"653.5718995959272",3
83708565,"",motorway,"139.7539795542606",4
83917718,"",motorway,"58.21960002567489",2
83917719,"",motorway,"175.8532663662418",3
83917720,"",motorway,"266.64061909867814",3
83917724,"",motorway,"225.21446003441432",3
83917725,"",motorway,"121.3142598390797",3
83917726,"",motorway,"121.20455560469208",2
84035916,"",living_street,"71.20366518463958",1
84792464,"",secondary,"308.87255158528836",[object Object]
85129372,"",motorway,"29.29455025320931",4
85255869,"",secondary,"48.08523422204331",[object Object]
85255870,"",secondary,"58.7780761405745",[object Object]
89470341,"",living_street,"17.10813562772542",1
89660827,"",living_street,"20.3213214470146",1
89660832,"",living_street,"23.433321672545325",1
89664973,"",residential,"14.346007978723023",1
89863912,"",residential,"65.43163269378513",1
92093054,"",motorway,"140.91875438563505",2
92093079,"",motorway,"1063.1292666889408",3
95437627,"",unclassified,"0",1
95926536,"",secondary,"647.7524051152291",1
96586331,"",unclassified,"81.22014568689318",1
96586335,"",unclassified,"18.126268852670194",1
96849912,"",residential,"18.788283615641067",1
100688420,"",living_street,"86.76599581910412",1
101698578,"",residential,"42.404852488746776",1
102984483,"",secondary,"69.227411264593",[object Object]
103273048,"",living_street,"8.938303541102353",1
104745865,"",unclassified,"12.441625508471256",1
105807937,"",residential,"10.681508605479326",1
106310127,"",motorway,"165.6906934850586",3
106310133,"",motorway,"129.4338688310143",3
106367569,"",secondary,"14.6740202793909",2
107400397,"",living_street,"25.548252020986812",1
107667970,"",living_street,"85.4902266931216",1
107667977,"",living_street,"102.26973973833007",1
107668000,"",living_street,"154.10870296452836",1
107668001,"",living_street,"105.0432521557197",1
107668002,"",living_street,"84.75563906896649",1
107668003,"",living_street,"115.1493787091413",1
107668006,"",living_street,"106.99244757283974",1
107668008,"",living_street,"168.38576043107025",1
107668024,"",living_street,"136.2201694767994",1
108031933,"",secondary,"111.37314093551022",2
109781892,"",residential,"192.45759570291395",1
109795098,"",secondary,"111.55527450428113",2
109795099,"",secondary,"530.5971322668297",2
109861293,"",secondary,"44.898834484452536",2
109861294,"",secondary,"56.7639760469506",2
109861295,"",secondary,"61.91502398869228",2
109861296,"",secondary,"61.94621956115992",2
109861300,"",secondary,"112.28517060524135",3
110032714,"",unclassified,"227.66176203831014",1
110673683,"",living_street,"139.50773433027192",1
110680554,"",secondary,"81.48753825002711",3
110785555,"",primary,"111.522262645163",4
110890853,"",unclassified,"69.42065345704704",2
111251388,"",primary,"8.688191085561662",2
111327264,"",secondary,"138.4282506241184",2
111327267,"",secondary,"231.47931995173545",2
111645299,"",secondary,"70.89319149890777",2
111645748,"",secondary,"226.9144140898181",2
111645749,"",secondary,"20.25948572543803",2
112428001,"",primary,"19.061945169557347",1
112428002,"",primary,"19.71015293528722",1
112886550,"",residential,"11.842343363177983",1
112886551,"",unclassified,"12.977464147158004",1
112955034,"",living_street,"30.342037331336357",1
113516433,"",residential,"114.62817115783623",1
115849061,"",unclassified,"159.4286720105039",1
119723637,"",secondary,"181.38901172114257",[object Object]
119723638,"",secondary,"462.2203757909813",[object Object]
120233963,"",motorway,"171.198894438816",2
120359782,"",residential,"12.681259066252853",1
124034854,"",unclassified,"79.35960748740797",1
124034876,"",unclassified,"172.71478873221272",1
126290784,"",residential,"13.169896939718242",1
132219245,"",unclassified,"166.5525383295496",1
132219246,"",unclassified,"383.14718366741977",1
132219247,"",unclassified,"429.1621326128645",1
132219248,"",unclassified,"227.02641551558236",1
133644889,"",residential,"20.592868431044486",1
134217607,"",unclassified,"78.42854798703794",1
134217608,"",unclassified,"99.66565555165595",1
134807063,"",motorway,"138.67174619931305",2
134833998,"",primary,"23.578966576531364",3
135548173,"",living_street,"66.65815614734687",1
136073775,"",living_street,"99.21318921150404",1
136988428,"",secondary,"13.323801789567149",1
137071154,"",secondary,"142.4437895670331",[object Object]
